n_sessions,help_seeking,sleep_hrs,self_sufficiency,age,gender,resilience_change
2,Yes,8,28,49,m,22
4,No,5,25,38,m,21
4,No,7,20,40,f,16
4,Yes,4,26,34,m,16
4,No,7,20,18,m,20
3,No,4,24,46,m,23
7,No,9,28,41,f,7
9,Yes,5,29,18,f,4
5,No,5,29,38,m,12
4,Yes,9,28,55,m,16
2,No,4,20,53,f,26
2,No,6,25,33,m,25
5,Yes,4,22,51,m,15
7,No,5,28,26,m,8
9,Yes,7,22,29,m,2
7,No,8,21,50,m,13
5,No,7,27,36,f,14
6,No,5,22,54,m,12
3,No,7,24,31,m,19
5,Yes,6,25,47,f,14
8,Yes,6,29,25,f,4
1,No,4,29,39,m,27
1,Yes,7,20,40,f,24
7,No,7,26,48,m,11
5,Yes,5,26,18,m,14
5,Yes,4,24,38,f,17
1,Yes,4,28,29,m,26
9,No,7,21,32,f,3
1,Yes,8,24,42,f,28
5,Yes,7,21,31,m,17
9,No,7,21,32,f,7
4,No,7,28,19,f,15
8,No,6,26,22,f,4
6,Yes,9,23,47,m,14
3,Yes,4,27,20,m,21
4,Yes,9,23,38,m,16
2,Yes,6,20,52,f,23
1,Yes,8,29,43,m,20
8,Yes,5,22,38,f,6
1,No,8,29,31,f,26
1,Yes,4,20,29,m,26
4,Yes,5,21,36,f,15
6,Yes,9,21,28,m,13
9,No,8,26,25,f,1
1,Yes,4,23,34,f,26
7,No,8,29,39,m,9
5,Yes,5,28,38,f,16
8,No,5,21,30,f,4
7,No,8,28,45,f,6
4,No,6,25,46,m,17
4,Yes,8,29,49,f,18
6,No,9,27,51,m,9
6,Yes,8,26,45,f,7
9,No,8,27,22,f,5
5,Yes,6,28,37,f,13
8,No,7,27,22,m,4
5,No,5,25,51,f,13
2,Yes,9,27,38,m,20
6,No,4,27,38,f,12
9,Yes,5,21,50,f,2
3,No,5,21,31,f,21
1,No,7,20,39,m,26
1,Yes,5,29,39,m,24
3,Yes,5,21,49,m,23
5,Yes,6,26,38,f,16
3,No,6,22,54,m,24
9,Yes,6,23,49,f,4
8,Yes,6,23,35,m,5
3,No,6,23,40,f,20
9,Yes,9,21,52,f,2
6,Yes,4,25,53,f,9
7,No,7,20,46,f,10
4,No,8,24,28,m,16
4,No,9,21,43,m,17
2,No,6,28,54,m,26
5,No,7,21,27,f,17
8,Yes,8,25,36,m,6
7,No,5,23,23,m,13
7,No,9,25,21,f,8
6,No,5,21,39,m,14
3,Yes,7,21,43,m,17
5,Yes,4,26,46,f,15
1,Yes,4,22,34,f,29
7,Yes,7,22,54,m,11
9,No,4,26,28,m,6
1,No,4,27,26,m,25
2,No,5,26,45,f,22
3,Yes,4,22,35,f,25
3,No,4,22,54,m,18
8,Yes,7,26,36,m,5
7,Yes,4,22,52,m,8
6,Yes,9,21,55,m,12
4,No,6,26,35,f,19
9,No,6,22,19,f,4
1,No,7,24,52,m,25
2,No,6,26,19,m,22
4,Yes,5,21,47,m,16
3,No,9,27,37,m,22
1,Yes,9,21,50,f,23
5,Yes,7,23,18,m,13
7,Yes,4,23,31,m,10
2,Yes,6,27,54,m,24
5,Yes,5,20,39,m,18
6,Yes,7,28,28,m,9
7,Yes,7,25,23,f,13
1,No,4,23,35,m,31
7,No,8,25,41,m,7
4,Yes,6,25,55,m,16
8,No,5,28,52,m,7
4,No,7,23,55,m,18
6,No,6,27,40,m,10
9,No,5,20,28,m,3
5,Yes,9,25,31,m,13
4,No,9,24,25,f,19
8,Yes,5,22,38,f,4
9,Yes,9,23,43,f,5
4,No,7,27,40,f,16
3,No,6,29,52,m,18
8,Yes,5,21,24,m,7
5,Yes,7,27,29,m,15
2,No,6,26,41,m,27
9,No,6,20,35,m,4
3,Yes,7,21,45,f,23
2,No,6,26,44,f,23
1,Yes,8,22,30,m,29
8,Yes,5,21,18,m,11
3,Yes,5,20,48,f,21
7,Yes,6,26,24,f,7
1,No,7,22,21,f,27
1,Yes,4,25,21,f,24
9,Yes,9,29,35,m,1
8,No,6,27,39,f,2
3,No,4,25,30,m,24
6,Yes,6,26,54,f,13
3,No,4,25,52,f,19
4,No,6,26,52,m,18
1,Yes,7,24,44,m,23
5,No,9,28,50,m,15
1,No,4,22,18,f,30
1,No,8,25,37,m,24
7,No,7,28,32,m,11
6,No,9,20,37,f,14
2,Yes,6,24,24,m,23
2,No,4,23,20,m,22
7,Yes,9,28,55,f,6
1,Yes,5,20,44,f,28
2,No,7,23,22,f,23
8,No,4,20,37,m,12
6,No,7,22,42,f,13
2,No,4,23,49,m,24
7,No,5,20,24,f,10
4,No,8,24,45,m,15
2,No,5,25,55,m,22
6,No,6,20,21,m,13
9,No,7,29,44,f,7
9,No,8,29,44,f,1
8,No,7,23,42,m,7
3,No,9,23,32,m,20
3,Yes,4,20,51,f,22
2,No,6,21,29,m,24
5,Yes,6,29,39,f,17
4,Yes,7,24,34,f,20
7,No,6,21,22,f,12
4,Yes,7,22,46,f,15
9,No,4,28,49,m,4
2,No,4,24,21,f,24
6,Yes,7,20,20,m,11
7,No,5,24,50,f,9
4,Yes,5,22,39,f,17
6,Yes,4,20,43,m,15
7,No,8,22,52,m,7
4,Yes,5,25,43,f,17
8,Yes,7,29,33,m,7
9,No,4,24,24,m,4
1,Yes,6,20,33,f,26
7,No,6,21,19,m,9
9,No,5,24,52,m,4
5,No,8,28,23,m,13
2,No,9,24,20,m,18
6,Yes,5,24,20,m,10
7,No,8,20,55,f,9
2,Yes,5,24,26,m,26
2,Yes,6,27,52,m,21
1,No,8,28,42,f,27
4,No,6,29,28,f,20
7,No,7,22,49,m,10
9,Yes,7,23,52,f,3
3,No,4,26,20,m,19
7,Yes,6,26,51,m,6
7,No,6,20,32,f,9
7,No,4,25,32,m,11
2,Yes,7,28,34,m,22
6,Yes,7,24,20,f,10
2,No,8,27,24,f,21
6,No,8,29,38,m,9
3,No,9,28,50,m,17
2,Yes,7,29,46,f,21
6,No,9,29,23,f,10
2,No,5,22,26,f,29
5,Yes,6,20,29,m,16
2,No,8,21,55,m,25
3,Yes,5,24,33,m,21
3,Yes,8,29,25,m,19
6,No,4,26,49,f,12
6,No,6,25,43,m,16
3,Yes,9,23,20,f,20
3,Yes,9,28,32,f,19
1,No,8,23,25,m,27
7,Yes,7,22,42,m,2
8,Yes,9,24,29,f,9
2,No,4,23,47,m,24
4,Yes,4,21,20,m,16
7,Yes,7,22,28,m,9
8,Yes,4,26,25,m,6
1,Yes,6,21,48,m,25
4,Yes,8,20,46,f,17
6,Yes,4,21,20,f,16
3,No,6,27,55,m,19
5,No,7,27,42,m,12
9,No,8,29,22,m,-2
3,No,7,21,25,f,24
5,Yes,8,25,50,f,13
8,No,4,26,50,f,7
6,Yes,4,20,27,f,13
4,No,8,26,25,f,20
8,Yes,6,27,21,f,3
3,No,6,28,31,f,18
3,Yes,6,27,30,f,19
4,No,5,22,22,m,19
9,No,9,27,20,m,2
5,No,9,22,43,m,14
8,No,9,25,43,m,8
6,No,6,23,29,f,11
3,Yes,4,26,52,m,21
8,No,5,27,40,m,4
9,Yes,6,29,38,m,1
8,No,4,25,54,m,9
4,No,5,29,24,m,19
6,No,4,23,32,m,11
1,Yes,8,27,33,f,23
4,No,4,26,22,m,19
8,No,5,29,47,m,5
1,Yes,6,27,43,m,27
3,Yes,9,29,33,m,15
1,Yes,5,26,55,m,28
9,Yes,6,22,50,f,3
2,No,6,22,36,f,24
9,Yes,7,28,36,f,2
4,Yes,8,26,28,m,14
2,No,7,20,42,m,21
4,Yes,9,22,20,m,17
6,Yes,5,20,24,m,16
7,Yes,7,25,40,f,11
3,No,9,21,20,f,20
3,Yes,6,26,23,f,20
8,Yes,5,27,23,f,5
5,Yes,7,25,46,f,13
4,No,4,24,36,f,17
7,No,9,29,55,f,3
7,Yes,9,23,44,f,7
9,No,8,28,19,f,1
9,Yes,4,27,52,m,5
5,No,5,24,51,f,15
8,No,7,20,34,f,6
1,Yes,6,27,36,m,25
9,Yes,7,27,44,f,4
8,Yes,5,26,51,m,6
6,No,5,26,36,f,12
3,Yes,5,27,18,f,19
3,No,5,20,44,f,23
8,No,9,22,48,m,5
5,Yes,7,23,18,m,10
7,No,4,25,25,m,10
5,No,6,29,32,f,11
8,Yes,6,29,22,f,2
4,No,8,28,44,f,18
2,No,9,23,34,m,22
3,Yes,5,25,31,f,20
8,Yes,5,28,23,f,2
7,Yes,5,28,26,f,5
2,No,9,25,22,m,25
6,No,4,24,38,m,15
9,No,5,22,46,f,2
4,Yes,8,24,28,f,17
9,No,8,22,19,m,1
2,No,4,24,39,m,25
2,No,9,29,43,m,23
9,Yes,5,29,39,m,-1
7,Yes,7,20,27,m,10
7,Yes,7,25,49,f,8
1,No,6,26,38,f,28
6,No,4,21,47,m,15
7,Yes,7,22,40,m,9
6,Yes,6,29,47,m,13
6,No,8,28,22,m,7
2,Yes,6,27,38,m,21
6,No,5,23,49,f,11
4,Yes,5,27,31,m,18
9,Yes,8,27,21,m,2
1,Yes,4,25,27,m,25
8,No,9,20,45,f,12
5,Yes,5,21,21,f,17
1,No,5,23,32,m,31
4,Yes,6,23,31,m,17
1,Yes,6,21,34,f,29
6,No,6,28,37,f,12
2,No,7,21,28,m,25
5,Yes,8,25,49,m,10
7,No,4,24,20,m,6
2,Yes,6,23,53,f,21
6,No,4,25,40,f,10
6,No,6,23,28,m,13
5,Yes,5,28,52,f,16
5,Yes,4,29,49,f,18
3,No,7,26,40,m,20
2,No,6,22,44,m,24
7,Yes,9,29,34,f,5
1,No,8,23,50,f,26
6,No,5,20,49,f,17
6,No,6,25,47,f,15
3,No,4,21,48,f,20
2,Yes,6,23,47,m,19
2,Yes,5,24,20,m,27
9,No,8,27,27,f,3
5,No,8,22,30,f,18
7,Yes,8,25,37,m,7
5,No,9,20,40,f,14
7,No,5,28,51,m,9
4,No,9,20,29,f,18
8,No,9,21,48,f,5
7,No,6,20,36,m,8
5,Yes,5,27,33,m,12
6,No,5,23,35,m,11
5,No,6,21,53,f,16
7,No,7,26,26,m,9
2,Yes,9,27,46,m,19
5,No,8,28,19,m,14
3,No,4,24,28,f,22
9,Yes,9,22,39,m,3
6,Yes,4,20,41,m,9
3,Yes,6,27,55,f,18
7,Yes,4,25,35,m,12
4,No,7,24,27,f,17
3,No,5,26,38,f,19
8,No,8,24,51,m,7
4,Yes,4,23,43,f,17
1,No,4,24,46,m,28
6,Yes,6,26,23,f,14
1,Yes,6,25,46,f,29
5,No,5,29,42,m,12
7,Yes,8,29,46,m,9
6,Yes,4,28,28,m,10
2,No,5,29,49,m,21
4,No,8,21,45,f,19
2,Yes,5,26,36,m,22
1,No,4,20,33,f,28
3,No,6,27,43,f,18
3,Yes,6,23,47,f,20
7,Yes,6,27,32,m,9
1,No,7,27,25,m,23
9,No,5,23,26,m,3
6,Yes,4,23,51,f,14
4,No,5,24,50,m,19
3,Yes,6,26,42,m,17
3,Yes,9,25,34,m,15
2,No,9,20,51,f,24
2,No,5,25,36,m,22
5,No,8,22,49,m,14
9,No,9,28,35,f,3
2,No,9,22,51,f,22
2,Yes,5,28,35,f,27
6,No,7,24,31,m,10
2,Yes,7,29,27,m,21
4,No,6,27,46,m,23
6,Yes,4,28,24,m,14
5,No,8,28,51,f,16
1,No,4,26,44,f,29
6,Yes,4,29,39,f,12
1,No,8,20,34,f,23
3,No,7,27,39,f,18
5,Yes,9,26,39,m,13
5,Yes,6,23,37,m,13
6,Yes,5,25,31,m,10
8,No,7,29,28,m,2
5,Yes,6,21,36,m,13
1,Yes,9,23,51,f,24
5,No,7,27,26,m,17
3,No,8,23,43,f,17
4,No,4,29,30,m,18
8,No,8,23,32,m,7
7,No,9,23,40,f,12
5,No,5,29,54,m,16
2,Yes,8,28,55,f,20
6,Yes,9,21,50,m,11
6,No,4,26,24,f,10
6,Yes,7,22,28,m,8
9,Yes,6,23,37,m,8
8,Yes,9,20,49,f,7
8,Yes,9,22,54,m,4
1,No,5,21,29,m,24
5,No,7,29,24,m,15
7,Yes,9,26,50,m,6
6,No,9,25,43,m,13
5,Yes,6,20,43,m,15
8,Yes,4,27,53,f,6
3,No,8,28,24,f,20
6,Yes,7,20,53,f,9
5,No,6,24,22,m,13
8,No,6,26,30,f,7
4,No,8,21,22,f,18
8,No,7,25,53,f,4
2,No,7,27,55,f,23
9,No,4,27,24,f,4
9,No,7,29,43,f,4
6,No,9,29,28,m,8
4,No,8,27,23,f,17
4,Yes,7,25,22,f,17
6,No,4,25,23,f,12
5,Yes,6,22,54,f,15
6,No,9,21,30,m,11
7,Yes,7,24,23,m,11
7,No,8,28,31,f,7
9,No,7,23,34,m,7
8,No,5,24,48,f,5
6,Yes,4,25,22,m,13
6,Yes,6,25,31,f,11
5,No,5,23,40,f,17
1,Yes,8,23,18,m,24
9,No,7,27,21,f,5
9,Yes,4,24,50,f,1
9,Yes,9,24,39,m,2
8,Yes,7,28,42,m,2
3,No,7,23,25,m,23
1,Yes,7,26,43,m,26
8,Yes,9,24,19,f,6
7,No,7,28,35,f,9
5,No,4,27,36,m,15
7,Yes,9,27,36,m,5
4,Yes,9,29,46,m,14
9,No,5,29,50,f,5
2,No,8,22,34,m,23
9,No,9,28,32,f,3
9,No,5,27,55,f,1
5,No,4,22,55,f,19
1,Yes,8,29,55,m,25
7,No,9,20,29,f,9
4,No,6,24,38,m,20
9,Yes,5,23,31,m,2
6,No,4,27,41,m,10
3,No,4,25,44,f,23
6,No,4,29,37,f,13
6,Yes,8,24,38,m,8
5,No,7,28,43,m,13
2,No,6,25,36,m,24
2,No,8,22,29,m,25
7,No,8,25,29,f,9
2,Yes,9,23,44,m,22
6,Yes,5,24,26,m,11
5,No,6,25,32,m,15
4,No,4,28,39,f,20
7,No,8,22,47,m,10
8,No,6,20,35,f,9
4,No,5,21,20,m,19
1,No,7,27,42,f,21
1,No,6,23,53,m,22
1,Yes,4,26,52,f,25
1,No,8,21,44,f,29
5,Yes,7,29,45,f,11
4,Yes,5,27,39,f,16
9,No,4,29,28,m,-2
3,Yes,7,28,24,f,18
7,Yes,9,26,48,m,8
8,Yes,9,29,24,m,5
6,No,5,20,31,m,11
1,Yes,4,21,50,m,28
8,Yes,8,28,30,f,5
3,No,5,29,51,f,21
8,No,7,26,53,m,1
4,Yes,4,22,51,m,20
8,No,9,24,36,f,3
1,No,9,20,54,m,25
3,Yes,6,29,28,m,23
6,Yes,4,22,38,f,8
9,Yes,7,23,40,m,7
2,No,7,23,51,f,25
1,Yes,6,26,42,f,27
3,Yes,7,24,22,m,21
4,No,4,28,50,m,18
5,No,9,26,51,m,15
3,No,5,21,22,f,19
2,No,9,27,34,f,20
2,Yes,9,21,49,f,24
7,Yes,4,26,21,f,11
9,Yes,7,24,42,f,3
2,No,6,29,18,f,24
7,Yes,6,25,43,f,10
7,No,8,23,46,f,6
7,No,6,24,55,m,10
3,No,6,24,19,f,19
7,Yes,7,26,26,f,8
1,No,5,23,23,m,24
1,Yes,5,24,44,f,24
5,Yes,7,23,44,m,14
2,Yes,6,23,41,f,19
9,No,4,27,22,m,5
7,Yes,9,24,24,m,7
4,Yes,9,28,44,f,14
4,No,5,24,38,m,16
2,Yes,7,27,20,f,24
5,No,4,22,29,f,16
4,Yes,6,26,46,f,16
1,No,7,20,29,f,22
8,No,5,24,18,f,5
3,No,4,21,53,f,20
6,No,4,27,43,m,13
4,No,5,25,39,f,19
9,Yes,4,24,28,m,5
7,Yes,9,22,45,m,7
9,Yes,5,20,44,m,1
3,Yes,9,29,53,f,20
1,No,7,29,38,m,21
5,No,8,29,55,f,11
3,Yes,6,29,32,f,17
6,No,7,27,49,f,9
8,Yes,9,24,37,f,5
4,No,6,28,52,m,17
5,No,6,26,34,f,13
5,Yes,9,20,48,f,14
4,Yes,9,20,46,m,15
4,No,5,26,37,f,19
4,Yes,8,26,25,m,15
4,Yes,9,28,45,f,16
4,Yes,6,21,39,m,18
5,Yes,6,26,38,m,16
2,No,7,21,37,f,25
2,No,8,29,51,f,24
9,No,8,29,20,f,1
2,No,6,21,42,m,25
6,Yes,8,24,43,m,10
2,Yes,7,28,24,m,19
5,Yes,5,28,34,f,14
4,No,6,29,28,m,17
7,No,4,20,38,m,11
7,No,6,26,45,m,9
6,No,6,29,25,f,12
5,Yes,5,29,39,f,12
1,Yes,9,22,55,m,25
3,Yes,9,29,53,m,18
9,No,4,29,22,f,4
1,No,4,20,18,f,26
5,No,4,21,41,m,17
2,No,9,25,18,f,21
4,No,5,29,19,m,16
1,No,8,21,24,f,28
3,Yes,4,21,47,f,24
7,No,8,23,54,m,9
3,No,7,22,36,m,19
4,No,5,27,38,m,21
2,Yes,8,27,27,f,23
3,Yes,9,25,52,m,17
9,No,9,23,31,f,4
3,Yes,4,26,34,m,18
5,Yes,4,28,22,f,9
2,Yes,8,21,37,m,24
4,No,9,25,26,m,13
7,Yes,8,26,54,m,7
7,Yes,7,20,55,f,11
3,Yes,5,25,19,m,17
5,No,9,27,40,m,12
1,Yes,6,26,46,m,22
1,No,9,21,25,m,20
5,Yes,7,21,47,m,15
9,No,9,23,26,f,2
1,No,7,24,47,f,29
1,No,9,24,49,m,26
4,No,7,21,54,f,18
4,No,4,26,51,m,18
2,Yes,8,27,38,m,25
9,Yes,9,21,29,f,-1
9,Yes,5,23,40,f,3
2,No,4,22,39,f,24
9,No,7,23,25,m,-1
6,No,5,24,52,f,9
8,Yes,4,25,19,m,6
4,No,6,21,24,m,20
2,No,9,29,18,f,20
2,No,9,25,27,m,19
9,No,7,28,49,m,2
1,Yes,4,27,45,m,25
7,No,4,20,23,m,8
3,No,7,28,31,m,17
3,No,6,29,31,m,23
2,No,9,21,44,f,25
6,Yes,8,20,31,m,8
2,No,6,25,27,f,23
4,Yes,7,20,53,f,17
9,Yes,8,25,36,m,0
9,No,4,21,44,f,2
6,No,6,26,25,m,13
4,Yes,6,26,34,f,17
7,No,9,23,52,m,10
1,No,9,21,37,m,29
4,Yes,8,26,47,f,15
5,Yes,4,20,28,f,17
8,Yes,6,21,21,m,4
2,Yes,8,21,51,m,24
5,Yes,6,20,19,f,17
6,Yes,9,28,47,m,7
5,No,4,25,41,f,14
9,No,4,22,24,m,5
1,No,5,25,42,m,27
3,No,8,26,28,f,18
2,No,9,22,24,m,19
3,No,9,23,22,m,18
9,No,9,29,44,m,0
9,No,7,20,48,m,4
2,No,6,25,37,f,24
3,Yes,4,25,19,f,28
4,Yes,6,28,47,m,18
9,No,6,21,20,m,7
3,No,7,24,28,m,22
7,Yes,4,24,41,f,11
3,Yes,5,26,52,m,21
7,Yes,9,24,20,f,9
7,No,8,29,22,f,4
9,Yes,6,23,41,m,2
2,Yes,7,29,47,f,21
6,Yes,7,21,34,f,10
9,No,8,27,35,f,5
2,Yes,8,24,45,f,25
2,No,4,23,45,m,22
5,Yes,6,28,32,m,9
8,Yes,6,21,37,m,6
9,No,8,22,47,m,-2
2,Yes,9,27,24,m,20
5,Yes,5,23,39,m,17
7,Yes,6,28,51,f,6
6,No,7,29,45,m,15
6,No,9,29,45,f,11
7,No,8,29,26,m,8
3,Yes,6,29,43,m,21
3,No,4,28,19,f,22
9,Yes,8,29,54,f,1
8,Yes,7,28,35,f,2
5,Yes,4,20,53,m,13
6,Yes,8,25,39,f,13
1,Yes,8,29,40,f,19
1,Yes,6,25,41,f,22
4,Yes,4,27,54,m,18
2,Yes,8,26,53,f,19
7,No,9,26,53,m,9
2,No,7,21,49,f,22
2,Yes,4,23,22,f,28
5,No,9,20,53,m,15
4,No,6,26,51,m,15
8,No,5,23,55,m,8
4,Yes,8,28,29,m,17
6,No,5,25,19,f,14
5,Yes,8,25,44,f,13
2,No,9,28,42,m,23
8,No,6,27,44,m,2
2,No,6,25,39,m,25
9,Yes,6,25,40,f,2
9,Yes,6,25,48,m,1
3,Yes,4,23,32,f,22
4,Yes,4,24,37,f,21
8,Yes,8,22,35,m,6
9,Yes,4,28,32,m,4
3,Yes,8,21,51,m,18
5,Yes,4,26,29,m,16
8,Yes,4,20,52,m,8
3,No,4,29,42,m,23
7,No,7,26,33,m,9
8,Yes,6,21,54,m,4
3,No,7,24,33,m,18
2,No,4,20,25,f,26
7,Yes,4,24,30,f,8
9,Yes,7,23,28,f,3
1,No,9,20,31,f,24
3,Yes,8,20,29,f,20
5,No,6,26,45,m,16
3,Yes,8,22,34,m,22
1,No,9,29,49,f,22
7,Yes,6,28,50,f,13
7,No,5,28,33,f,7
8,No,6,29,48,f,5
5,No,8,28,25,f,14
5,No,6,20,22,f,13
5,Yes,5,23,33,f,21
1,No,5,20,43,m,27
5,Yes,4,20,47,m,13
6,No,5,28,42,f,15
1,Yes,7,24,32,m,26
7,No,8,20,34,f,8
1,Yes,7,22,33,f,29
2,No,9,26,28,m,21
2,No,7,21,53,f,18
5,Yes,8,23,48,m,12
7,No,9,21,36,m,8
1,No,7,28,19,f,27
1,No,7,28,46,f,22
1,No,9,26,55,f,30
6,Yes,7,26,40,f,10
2,No,5,21,28,m,22
1,Yes,8,29,36,m,29
6,Yes,8,27,55,m,14
2,Yes,8,20,36,m,25
6,Yes,7,27,37,m,8
8,No,5,24,18,f,9
2,No,8,23,19,m,20
9,Yes,6,29,47,m,0
8,No,8,21,40,f,9
1,No,4,22,40,m,29
7,Yes,6,29,25,m,8
6,Yes,8,21,18,m,10
6,Yes,7,23,33,f,11
6,No,8,22,21,f,12
6,Yes,5,24,50,m,10
7,Yes,5,26,28,f,6
3,No,8,28,19,f,22
6,No,7,24,53,f,13
3,No,7,27,50,m,20
7,No,7,21,35,m,9
7,No,8,25,47,m,7
8,No,8,27,39,m,4
2,No,4,28,52,m,22
9,No,5,23,31,f,3
5,Yes,6,23,39,f,15
9,No,6,26,28,m,3
5,Yes,5,23,41,f,12
7,No,9,24,28,f,9
9,No,4,21,24,m,4
4,Yes,5,21,27,m,20
2,No,4,29,38,m,23
9,Yes,9,24,34,m,0
2,No,4,29,29,m,23
3,Yes,7,29,51,m,16
2,Yes,5,21,55,m,26
3,No,6,25,34,f,20
6,Yes,8,25,54,m,9
3,Yes,9,27,45,f,16
8,No,9,20,54,f,7
6,No,8,26,38,m,10
7,Yes,5,26,34,f,9
1,No,8,28,23,f,23
3,Yes,4,23,46,m,21
3,Yes,8,26,40,f,19
2,Yes,4,25,28,f,23
7,No,4,23,44,m,12
9,No,6,29,35,m,4
4,Yes,8,27,53,f,18
5,Yes,6,22,23,f,15
3,Yes,8,27,40,m,20
9,No,4,24,24,m,6
4,Yes,8,23,41,m,13
5,No,9,22,21,m,14
1,Yes,9,29,43,f,20
2,Yes,6,26,51,f,22
9,Yes,7,26,48,f,2
2,Yes,9,25,26,m,23
5,No,6,22,46,m,15
8,No,7,28,41,m,6
3,No,5,21,27,m,20
6,No,6,22,28,f,8
4,No,9,20,47,f,15
7,Yes,9,26,32,m,8
3,No,8,21,53,f,20
6,No,7,29,47,m,11
9,No,9,27,40,m,2
1,No,8,28,53,f,24
3,Yes,7,21,23,m,20
2,Yes,6,25,49,f,19
8,Yes,6,20,52,f,6
7,No,8,27,35,m,6
2,Yes,6,24,38,m,21
6,Yes,8,28,31,f,8
3,No,4,22,55,m,19
8,No,7,21,43,m,7
3,No,8,26,32,m,17
9,Yes,7,26,32,f,-2
1,No,4,29,26,m,27
5,Yes,7,24,39,m,14
3,Yes,8,26,40,m,19
6,Yes,6,25,46,m,7
2,Yes,7,28,52,f,24
9,Yes,7,22,43,m,2
6,No,9,23,44,m,10
7,Yes,9,28,21,f,8
5,Yes,4,29,38,f,16
9,Yes,5,27,36,m,5
1,Yes,6,29,18,f,25
5,Yes,8,25,47,f,14
6,No,4,22,21,f,10
7,Yes,8,28,48,f,8
4,Yes,8,28,22,f,16
1,Yes,7,25,26,f,24
8,Yes,4,21,48,m,6
4,No,4,26,23,f,25
3,Yes,9,28,39,m,20
7,Yes,6,28,21,f,8
2,Yes,5,22,20,m,26
8,Yes,8,21,36,f,3
6,No,6,24,53,m,15
7,No,9,29,49,m,4
5,No,6,26,18,f,18
9,Yes,8,22,41,f,2
5,No,7,23,30,f,12
5,No,7,29,21,f,15
3,No,8,21,25,m,20
1,No,9,29,23,f,21
2,No,9,21,20,f,21
8,Yes,4,26,35,f,5
1,No,5,21,23,f,28
7,No,7,20,35,m,9
5,No,5,23,29,f,18
3,Yes,6,25,37,m,22
7,Yes,6,29,45,f,7
9,No,8,29,39,f,1
2,Yes,8,23,18,f,17
8,Yes,8,20,32,m,4
9,No,9,20,47,m,4
3,Yes,7,28,18,f,17
2,No,5,20,32,f,29
7,No,6,26,55,f,9
5,No,5,26,21,m,14
5,Yes,7,20,30,f,13
5,No,5,20,32,m,17
4,No,5,25,53,f,17
5,Yes,9,27,21,m,13
4,No,8,26,40,f,15
6,Yes,9,25,53,m,12
4,Yes,9,29,52,m,17
2,No,5,22,31,f,21
9,Yes,5,26,41,m,3
2,No,9,25,28,f,20
9,Yes,5,27,37,f,4
6,Yes,9,23,29,m,13
9,Yes,4,28,52,f,5
9,Yes,9,20,23,m,1
3,No,6,26,43,m,24
1,No,6,28,42,m,25
1,Yes,5,29,27,f,24
3,No,9,20,42,m,22
5,No,9,29,34,f,12
3,No,8,22,39,f,20
9,No,8,26,52,m,4
9,No,8,28,26,f,2
3,No,9,20,55,m,20
3,No,9,25,25,m,20
5,Yes,6,21,40,m,15
2,No,7,24,55,f,23
6,Yes,5,26,35,f,11
7,Yes,6,26,24,m,5
9,Yes,8,29,28,f,3
6,No,6,26,50,m,9
3,No,6,23,25,m,22
5,Yes,6,25,48,f,14
4,Yes,8,29,34,m,14
5,No,7,25,40,f,13
8,No,4,26,43,f,11
8,No,5,28,38,f,3
6,Yes,5,25,43,f,11
1,Yes,6,29,49,m,26
8,No,7,20,45,m,7
8,No,8,27,27,f,4
2,Yes,4,21,38,f,23
4,No,4,22,50,m,18
2,No,6,24,44,m,25
4,Yes,6,25,49,m,17
7,Yes,8,26,38,m,9
9,Yes,8,23,38,f,1
8,Yes,9,22,31,f,5
9,No,8,28,37,m,1
8,Yes,6,23,51,m,7
2,No,7,28,50,m,22
7,No,6,28,42,m,9
2,No,6,22,39,f,26
2,Yes,4,22,34,m,22
4,Yes,8,27,42,f,14
1,No,5,20,49,m,30
5,No,8,25,37,f,16
6,Yes,9,25,51,f,11
9,No,7,28,48,f,0
8,No,7,21,23,m,4
2,No,8,27,20,f,21
1,No,8,26,40,m,28
2,No,6,21,27,m,23
7,No,5,20,36,f,10
4,No,6,23,32,f,19
5,No,4,21,44,m,14
7,Yes,4,22,22,f,10
3,Yes,7,21,24,m,18
2,No,7,28,30,m,23
7,No,5,23,24,f,11
5,Yes,7,20,29,f,17
1,Yes,9,27,38,f,23
1,Yes,4,23,49,m,27
9,No,5,29,18,m,5
5,Yes,4,27,26,m,17
1,Yes,8,27,55,m,22
7,No,8,28,33,m,6
9,Yes,5,29,55,f,-2
1,No,6,26,51,m,29
4,Yes,9,23,51,m,12
3,Yes,9,21,43,f,20
5,Yes,7,25,28,m,17
7,Yes,5,23,25,m,8
8,Yes,9,25,20,m,8
2,No,7,27,21,f,20
7,No,4,22,27,m,10
1,Yes,6,20,30,m,28
7,No,7,24,24,f,6
8,Yes,8,22,41,f,5
2,Yes,8,25,33,f,21
9,Yes,4,22,22,f,3
1,Yes,5,20,22,m,29
6,Yes,7,28,29,f,12
1,No,4,24,44,f,27
3,No,8,21,18,m,23
6,No,8,21,33,f,13
3,No,8,28,20,m,21
8,Yes,6,20,44,f,8
5,No,6,29,18,f,15
2,Yes,8,22,30,m,23
4,Yes,9,29,38,m,13
9,No,5,26,41,f,5
4,No,6,20,23,f,18
8,Yes,7,21,36,m,10
5,Yes,6,25,34,f,14
1,Yes,7,28,52,f,26
7,No,6,28,19,f,8
3,Yes,8,27,19,m,19
8,Yes,7,22,29,f,4
